case_id,group,u_x,u_y,u_z,p_x,p_y,p_z,A_x,A_y,A_z
r0022,g4,1.8482888956341395,1.8999528926119893,-0.09842503478028093,6.021597862003286,6.189915604148042,-0.32066198114402145,0.10248769926597442,0.10535247013466882,-0.005457672438887633
r0023,g5,0.7814429004617206,1.4532715173139612,0.8201860453341152,2.5403576595093003,4.724375163142288,2.66630601065807,0.043101413169630176,0.08015692007489517,0.04523833743325744
r0024,g0,-0.8118868792778379,-0.025538172399663744,1.1581845431982978,-2.641011249925812,-0.08307388914826365,3.7674933369998946,-0.04490433753190015,-0.0014124809042392673,0.06405758114759277
r0025,g1,0.25727152381254337,0.035742862402861314,0.5472366858944854,0.8333156185328634,0.11577295866245116,1.7725276028695247,0.014082419273721135,0.0019564776036650345,0.029954409017077736
r0026,g2,-0.4251500496273028,-1.1490738210190379,1.6151380541856668,-1.3810807409500752,-3.7327144276014534,5.246703046528714,-0.023460561432287756,-0.06340800616601776,0.08912628747207173
r0027,g3,-1.538154034502331,0.28208603286021405,-0.6236121342785569,-5.01582458267448,0.919864998115856,-2.0335603606699406,-0.0854842081789343,0.01567716926685713,-0.0346577704922939
r0028,g4,-0.7758961005461539,0.41071644017052067,-2.7224161043317197,-2.516568784738485,1.3321321913906963,-8.829980434761858,-0.0429416156527112,0.02273091397628842,-0.15067087708866503
r0029,g5,0.7902080282018997,0.17534088846317405,-0.029294601645347716,2.5572394039236883,0.5674311233173815,-0.09480201032656478,0.04329570413364061,0.00960697304823081,-0.001605058870935408
r0030,g0,0.22341155858105105,1.7617794317958786,-2.17088984670659,0.7274565777264644,5.7365789142827595,-7.06869469304284,0.01238906638408456,0.09769773091984144,-0.12038454319106236
r0031,g1,0.9507578580526358,-0.8692466670412092,-0.5290070709143675,3.0903865251712355,-2.8254388476749686,-1.7195086107650746,0.05237461878206661,-0.047884392885391105,-0.029141535289444635
r0032,g2,-1.2292892985419785,-0.8833584719002474,-0.0708934636947166,-3.9996734631290525,-2.8741366598409366,-0.23066230689990666,-0.06798943216013711,-0.0488567182432796,-0.003920969902028705
r0033,g3,0.07726065834448786,-0.6839132179822826,-0.7208376678122493,0.2519412951699344,-2.2301904438093234,-2.350598344970611,0.004282297710411773,-0.03790700299792131,-0.03995360071470562
r0034,g4,-0.0824137241779902,0.9359865007909188,1.2385371249615589,-0.26886733781733396,3.0535714920140054,4.040615600105135,-0.004576310432052825,0.051973925830353825,0.0687741079775157
r0035,g5,-0.05032522141475025,0.28931753889400547,0.17930567677828915,-0.1642426726524199,0.9442240788481531,0.5851865674491699,-0.002794571728917506,0.01606587297867711,0.009956887641475143
r0036,g0,0.638405674353092,-0.0278877131482307,1.3710518498340016,2.0620408322694366,-0.09007689865623517,4.428477081412336,0.03509471003667183,-0.0015330553061182965,0.07537004924638915
r0037,g1,0.755390669317458,-1.1591258506012596,2.150310114960522,2.453912926251785,-3.765460739028073,6.985357379803733,0.041696350107702576,-0.06398188281730961,0.11869366016202122
r0038,g2,-1.0794424752754797,0.8779661844638975,0.22446741387056884,-3.5019617814026804,2.848325958798174,0.7282243589167815,-0.05957376083182173,0.04845440928043073,0.012388217375872772
r0039,g3,0.6861825069927676,1.2150046080596175,0.2160594414215084,2.223638208515028,3.937335391780351,0.7001607070410854,0.03773872713129451,0.06682293252822698,0.011882856559081823
r0040,g4,-2.298387640184483,-0.7320821261044498,0.7364691004441314,-7.48019620670866,-2.38259110297259,2.3968686896776683,-0.12712218187948574,-0.04049094050031551,0.04073358092361019
r0041,g5,-0.3414362942057366,1.584533793470381,0.28224120617806814,-1.1126958396221558,5.163786596959797,0.919786856915222,-0.018938248592464305,0.08788841547647742,0.01565490903089652
r0042,g0,-0.6693765192360335,1.5553689805858288,-1.2381390312603113,-2.167666955845982,5.03680939870987,-4.009511818354885,-0.03680289533603294,0.0855155210205812,-0.06807394623124317
r0043,g1,-0.7296598932433178,-0.5574688991187301,-0.5999530642622719,-2.3784151233086916,-1.817137645519586,-1.9556199464028121,-0.04043963086542938,-0.030896362412235666,-0.033250944282419204
r0044,g2,0.35190744273261654,-1.5879695088078003,-0.8469513493629065,1.1474204552692309,-5.177692982567386,-2.7615480233399547,0.019435701678391936,-0.08770289542020651,-0.04677677071705554
r0045,g3,1.1785308940300598,-1.0306658539867677,0.2992183280046312,3.820501536087663,-3.341160166692341,0.969990763549825,0.06498683670964871,-0.056833226769480265,0.01649956969399149
r0046,g4,-0.8996378247378555,-0.25660542872430736,1.6725477657523191,-2.920531264408083,-0.8330287551266016,5.429660588714009,-0.04995240615954407,-0.014248020976792052,0.0928682443298143
r0047,g5,-0.45879339774744726,-1.1757696594945186,0.0750524988025546,-1.4892490330777848,-3.8165628300699552,0.24362133766646588,-0.025450645153740188,-0.06522346775966746,0.004163387102568556
r0048,g0,0.860923068588955,1.181273982805545,0.6316701712585887,2.818741522463694,3.8675999589573213,2.068146394481663,0.04803279148962142,0.06590587356569448,0.035242268134370786
r0049,g1,0.5313528780883513,-0.8293985972081677,-0.9093038342550448,1.7278513231492454,-2.6970352899189045,-2.9568708441267124,0.02946139359809407,-0.045986837617154906,-0.05041726367912801
r0050,g2,1.1169590406661698,-0.9440005414502601,0.5314067039673245,3.6322224878677143,-3.0697813172897885,1.728073555143604,0.06154063140489849,-0.0520112083364908,0.029278695909422548
r0051,g3,0.5118455817801992,-2.270566289057873,0.26316354598898556,1.675831216991722,-7.434050430245275,0.8616225307810979,0.028401963760470147,-0.12599218153505537,0.014602766463784162
r0052,g4,0.01875261496877628,-1.8942642236062688,-0.7550016557819287,0.061084260327766905,-6.170325000380005,-2.4593219541097375,0.0010351848465242884,-0.10456747620826702,-0.04167772198530888
r0053,g5,-0.03425814295827893,-0.3551682991253563,-0.3784283679264714,-0.11140264449714943,-1.1549571677689987,-1.2305956277633299,-0.0018965970708859844,-0.019662804157629363,-0.020950526566007613
r0054,g0,1.2302677544535274,0.8329706228846139,-0.5649417518483311,4.0153396371267105,2.718643926513688,-1.8438530967366702,0.06851639975668494,0.04639002199036578,-0.031462886651106095
r0055,g1,-1.5589480991668634,0.6652325921965275,0.825595171805689,-5.081269121138909,2.1682734857625316,2.690962742954406,-0.0865233726518162,0.03692115696828791,0.04582146047572679
r0056,g2,-1.297183264829064,-0.26763433320209956,-2.07020655646841,-4.213848658807789,-0.8693995725909984,-6.724984324076245,-0.07207145971465087,-0.014869754788406356,-0.11502060848370584
r0057,g3,0.6815708850036828,0.8362035824966512,-0.5134880466237681,2.2083554854137795,2.7093803578759905,-1.6637508576233824,0.03742150278272621,0.04591157776517256,-0.028192950709043506
r0058,g4,0.12391265760081326,-0.8030158823380328,-0.6376357468054753,0.40409885779182597,-2.618762337313994,-2.079431447604102,0.0068358631664091575,-0.04429980599560703,-0.035176315314092155
r0059,g5,-1.3140035805745005,-0.5103525097314976,-0.09986088393758402,-4.268852456441138,-1.658001239133367,-0.3244217793630048,-0.07226641304065887,-0.028067918390654797,-0.0054920610506126255
r0060,g0,0.1938093509258137,-0.1292927281980747,0.35447909430242963,0.6278341497914373,-0.4188362929584627,1.1483144632964268,0.010681023388481061,-0.007125449041789378,0.019535690506600555
r0061,g1,0.22082079091256143,-0.6604324844709002,-0.2185351507014827,0.7164705030846621,-2.1428253763916856,-0.709054562832231,0.012229560708715587,-0.03657626226890435,-0.01210297672355661
r0062,g2,-3.1196086260734055,-1.447671697263898,-1.705785394516336,-10.127227069554788,-4.6995959293819105,-5.537513865622497,-0.17181242582288508,-0.0797305097899774,-0.09394612007275638
r0063,g3,-0.41124593446510754,0.7190126436833633,-1.6325194769619005,-1.333158353352941,2.3308624639405084,-5.292227339715598,-0.022648523193963623,0.039598141093835984,-0.0899076492674873
r0064,g4,-1.2022183196632534,0.3699876831510077,0.3299973578106702,-3.898881947582224,1.1998971194094739,1.0702055692166144,-0.06592882088404461,0.02028986856447004,0.0180968267904965
r0065,g5,1.6008358472529163,0.471098065321841,0.4237506251145248,5.20384435596974,1.5314006195827086,1.3774880807579017,0.08846340419547474,0.02603323672429479,0.02341678123457765
r0066,g0,0.8310756729153775,-0.015605524912252944,-0.6309063383981877,2.706745018048051,-0.05082590934479972,-2.054809981771798,0.04602290586672507,-0.0008641951959897887,-0.03493802546398987
r0067,g1,-0.7724757474113891,-0.9062390936249864,1.1654792821513025,-2.515299000019883,-2.950852882582351,3.7949785255560253,-0.04301350301565396,-0.05046180170337754,0.06489698451438806
r0068,g2,-0.5266551963772884,-0.7435405866028445,0.4038905714156576,-1.718712488151777,-2.4265069450231223,1.3180763689675112,-0.029270420234619458,-0.041324467281567426,0.022447413099609355
r0069,g3,0.4331530723532702,1.8869880656607085,-0.7433909389259292,1.4024770938646827,6.109751280551408,-2.406975340070686,0.02378885077893975,0.1036337507010271,-0.040827174606998556
r0070,g4,-0.31685698868306206,0.373351314048129,1.0219603518880207,-1.0310382859046732,1.2148682611557549,3.3254126849230112,-0.01760775119505061,0.02074714234149406,0.05679036363389057
r0071,g5,-0.8275081282340309,1.9054954610443966,-0.8120216931775611,-2.698847155841674,6.214610866099526,-2.648339469233839,-0.04575131581332577,0.10535113994003639,-0.04489510092320359
r0072,g0,0.3432670066780496,0.050898410171773455,0.5175596454464413,1.1181326801662965,0.16579273473534137,1.68586069226196,0.0189960979298315,0.0028166737999453855,0.028641301139233997
r0073,g1,-0.06682367759197934,0.23911171831947,-1.305008143963657,-0.21670052907000176,0.7754083243225404,-4.231972340168371,-0.003665956493265516,0.013117703005533906,-0.07159293309684844
r0074,g2,0.005250509615052082,2.2221569607036886,0.7413092236656039,0.017019852765705105,7.203259695980647,2.402999854428908,0.0002887232178612578,0.12219543536266761,0.04076426864801407
r0075,g3,0.9758987636783604,-0.47440938265727467,-1.6084820252726921,3.1619379272320547,-1.5370990064633114,-5.211524504663669,0.05358293660089641,-0.026048037788244636,-0.08831570813658081
r0076,g4,-1.0213987120903925,0.6759508198308308,0.07070287188072055,-3.3047209936939517,2.1870292556251956,0.2287581355379592,-0.05608927909163183,0.037119289203052686,0.003882590673510333
r0077,g5,-1.1383210243958257,-1.2084205225110345,-1.5066749161361825,-3.718934434278001,-3.9479519361770126,-4.922359428313055,-0.06316359552752289,-0.0670533034840121,-0.08360295817675954
r0078,g0,0.5762305841893965,0.8687436779943527,-0.38427166589499984,1.8757547093520248,2.8279478561695064,-1.2508870697779209,0.03193954726082494,0.04815308406421462,-0.021299568906282162
r0079,g1,0.2224565209272203,2.1695321291637524,0.283928101990538,0.7224881082674965,7.046146174055693,0.9221338014102866,0.012306106994324804,0.12001668639711045,0.01570666297947837
r0080,g2,1.7779635398814115,0.9943080002594924,-0.47829989204236983,5.763494696614768,3.223175705098796,-1.5504698658564633,0.0977057973575237,0.0546409719913595,-0.02628438169836389
r0081,g3,-0.6618993556275791,0.3865009025841433,0.8459882922589701,-2.136523754699948,1.24757389860433,2.730738543921949,-0.03631886969597752,0.021207568490562705,0.046419955374852856
r0082,g4,-1.10501888267669,0.6828997317257747,0.9145184925445102,-3.5829254543001574,2.214241647715728,2.965244881090985,-0.060827609981397114,0.03759135630080432,0.050341197835936435
r0083,g5,-0.9516186302839753,0.39107853484972793,-1.6099618136327005,-3.0823171442865767,1.2667134021641384,-5.214707595968287,-0.05229176983559027,0.02148989950511923,-0.08846795336220765
r0084,g0,1.2265189558898293,2.402472800611173,0.019958419002947973,3.971458788236082,7.77918814190951,0.06462520466391841,0.06752982545363306,0.13227563104776538,0.0010988729893878734
r0085,g1,-0.8690495928393144,0.459819567679584,-1.113704507305175,-2.8212804241229494,1.4927570942006674,-3.6155275264003817,-0.047959737631957225,0.025375796738944415,-0.061461367003666896
r0086,g2,0.5199437979599865,-0.07688849330569253,1.2658885839184384,1.69044713539524,-0.24998073592459052,4.1156712298723175,0.028581227232253585,-0.004226548152584611,0.06958569254916466
r0087,g3,0.9240590308341348,-0.29111340585456,-0.669762241541998,3.01677544925927,-0.9503979144487411,-2.186572740164512,0.05113231081287382,-0.01610860416191474,-0.0370609343802838
r0088,g4,0.0726674371093473,-0.7129744839879171,1.3524289333451822,0.23591126162406767,-2.3146366063558688,4.390594035155725,0.004013327259827541,-0.03937664579864641,0.0746928764944089
r0089,g5,-1.3922846464652094,1.4347339874790495,-1.069520423557405,-4.537284381746465,4.675621561924756,-3.485435486260774,-0.07739154763821353,0.07975113711269637,-0.05945037246509169
r0090,g0,1.2323153785203373,1.814112807618158,-1.1707380197420307,4.009854826185765,5.902976724681871,-3.809487068398435,0.06819574719666356,0.10039214033269957,-0.06478808543614424
r0091,g1,0.4199154929842974,1.0983195384609439,0.1093617682609666,1.3613807411206464,3.5607904262612182,0.3545546844849245,0.023136720284838895,0.060515776077103366,0.006025671079976025
r0092,g2,1.539236433821109,-1.1789874683559909,0.07968424617840836,4.98779148598212,-3.8204290955791307,0.25821140659262765,0.08507450364652298,-0.06516333129333514,0.004404195186081016
r0093,g3,-1.6484486205628128,-0.3410864686305161,-0.1241949656160622,-5.359337130326739,-1.1089198372221252,-0.4037752116281094,-0.0917541141351501,-0.01898517574784622,-0.006912802078269568
r0094,g4,1.555168780201241,-1.0298594049416439,2.1594044533560264,5.036216275809796,-3.3350686838580605,6.992956643998799,0.08513514401948451,-0.056377950660880624,0.118213027083139
r0095,g5,-1.4984820521391229,0.20345047060584864,0.5348605862410056,-4.837762262618235,0.656828026471094,1.726766334094451,-0.08234952457845149,0.011180680813451855,0.0293934217829453
r0096,g0,-0.26705216894187694,0.7063895322572766,-0.3846068147112756,-0.8702631445998921,2.301965110751307,-1.2533473790210299,-0.01481952102532532,0.039199661125519016,-0.021342978788304347
r0097,g1,-1.1726449936648313,1.4455919954532441,0.21242712837694047,-3.819443088332511,4.708463674352942,0.6919002184266618,-0.06517631507272363,0.08034687383758844,0.011806827747432197
r0098,g2,-0.9747583323013593,-0.08473721062979711,-0.8216979687446299,-3.159008369669131,-0.27461735768900986,-2.6629685272614827,-0.053745994096612945,-0.004672220253321729,-0.04530658801662253
r0099,g3,0.3397911075270968,1.3314034936167187,1.3855406418634504,1.1042503401876402,4.326784098186067,4.502718556280957,0.01872511500377374,0.073370617953594,0.07635399304623251
r0100,g4,3.2006894162813992,2.1478824372684033,-0.1066647719360443,10.373213516344581,6.961138752312131,-0.34569316483393187,0.17612049167871366,0.11818894672988377,-0.005869314274172725
r0101,g5,0.2809610458129779,1.1315512191882606,0.9693832320769645,0.9143161623267259,3.6823452347661676,3.1546108251834664,0.015531851255984231,0.06255345887578505,0.05358862516723016
r0102,g0,0.16818520549662153,-0.31062453517798094,0.07093359748531192,0.5464324073662973,-1.009216667085208,0.23046269927606403,0.009303990717771547,-0.01718372185873442,0.00392404034964147
r0103,g1,-1.882677049788851,-0.3456780081845538,-0.2913091984499482,-6.097946299960315,-1.119642867704295,-0.943543582810177,-0.10361137054377463,-0.019024065863479173,-0.016031929271561836
r0104,g2,-1.053542333997773,-0.66455314220588,-0.28968199802591327,-3.421411995553656,-2.158157312766208,-0.9407514353798194,-0.05806388334688492,-0.03662552028680948,-0.015965245247662473
r0105,g3,1.1034746203028518,0.20116508652147144,0.32235142391169286,3.588800332422627,0.6542437099114652,1.0483747210911731,0.06088733046153709,0.011099852117119759,0.017786650740613818
r0106,g4,-0.8832190126414378,0.8396396906319311,-0.35307789716585974,-2.8552098437574984,2.7143296006865363,-1.1414060082178346,-0.04821838941628233,0.045839223332812803,-0.019275906990395737
r0107,g5,0.22176018408396733,-0.7370772074949214,-0.06758385334901792,0.7195373462366349,-2.391568080821901,-0.2192869143217582,0.012217184233852327,-0.04060696502276169,-0.003723321167906193
r0108,g0,-0.1727376200711584,-1.2474073639911982,-0.01876241927559113,-0.563058086485238,-4.066067386751908,-0.06115825777150435,-0.009591964426527565,-0.06926740715695365,-0.001041860239668279
r0109,g1,-1.7396246291323858,-1.3416360832729204,-1.332826383515981,-5.6495724650884975,-4.357072294388088,-4.3284620779431044,-0.09628903391294827,-0.07426018243115501,-0.07377256144415974
r0110,g2,0.32298434001788257,-1.7536428347770534,0.0548855340297183,1.0522417227316403,-5.713144350650679,0.17881005895604496,0.017864013253115294,-0.09699262459583483,0.003035676303244029
r0111,g3,1.9041796915195384,-0.6514683046619321,1.1724823121149628,6.232236292517755,-2.1322065505798653,3.8374460406448585,0.1055423133263562,-0.03610870982346795,0.06498677415055197
r0112,g4,-0.32368662088264316,0.5746962044923583,3.2114176473232736,-1.0463372197776832,1.8577413770936786,10.381108133176491,-0.017817938986604623,0.031635233731797344,0.17677852592263188
r0113,g5,0.28479634772344853,-0.422376125602235,-0.8348524391263468,0.9241277847677318,-1.3705565974132512,-2.7089895686687093,0.015695889264695725,-0.023278279193178195,-0.0460109532360038
r0114,g0,-1.269859497173914,1.5754850979395831,-1.1084500969390092,-4.121750193041211,5.113759452142501,-3.597842447296509,-0.069930703833105,0.08676139527457843,-0.061041946463627
r0115,g1,-0.41325393426327994,0.09297792670737949,-0.7575970668912424,-1.342123865609938,0.30196420182028927,-2.460446276944671,-0.0229341421297382,0.005159948422116923,-0.042043976762450364
r0116,g2,1.0562003466150676,-0.2880289987824475,0.9071776017526494,3.424737210412518,-0.9339360974169535,2.9415298897902913,0.05825999408833379,-0.015887674928447806,0.050039901884675456
r0117,g3,-1.428542478555448,-1.1441186685244504,-0.8665563887413273,-4.659999810841566,-3.732190578116786,-2.8267641097390004,-0.07927482289200997,-0.06349115001916802,-0.04808824747925903
r0118,g4,0.5477630343751145,0.15165292744211287,0.36690004281340965,1.782470168413367,0.49349226244611266,1.193925730768884,0.030371565134621917,0.008408630145914562,0.020343337992705726
r0119,g5,0.16125667944820224,-0.9160348227250841,-0.7909189933201368,0.5259931950722759,-2.987957366177829,-2.5798497759185057,0.008979756865212003,-0.05101041405718055,-0.044043200470182106
r0120,g0,0.5593644290312714,-1.6448987146227667,1.5751705796894575,1.8196956215555866,-5.351099986971328,5.124264000891337,0.030927909590887308,-0.09094836226916314,0.08709301262368539
r0121,g1,0.019654884196797714,-0.3726836449464494,1.7583444171929212,0.06420082477114167,-1.2173359631483165,5.74346613723169,0.0010879275495962882,-0.02062860307705412,0.0973270213138512
r0122,g2,-0.18979610932666496,0.303403442781203,1.2757315165045788,-0.6123413481408666,0.9788739813599566,4.115907114500874,-0.010438865318954639,0.016687316129589236,0.07016576647004052
r0123,g3,1.6678385960703597,-0.33409003218147443,-0.05151061493941722,5.44069259044534,-1.0898423665899575,-0.16803389829836238,0.09259361758921243,-0.018547720836455627,-0.0028597216737418405
r0124,g4,-1.3461866164442728,-1.1818822516784073,-1.0450048091291084,-4.356306225310988,-3.8246116457244907,-3.3816715304400793,-0.07405274270848868,-0.06501447958712003,-0.05748495142818459
r0125,g5,-0.5341666902402411,0.026875453285614213,0.6927323228524527,-1.7452839898272214,0.08781022702414532,2.2633658264360403,-0.029687820303079496,0.0014936791123165672,0.03850055253300997
r0126,g0,-1.8808469534815446,1.3787855339791268,-0.13364709336279243,-6.133872985409859,4.496535629277855,-0.4358538019476477,-0.10412993015546528,0.07633414355530185,-0.007399146683140839
r0127,g1,0.2885643896281901,-0.15115692216910454,-0.04210254117966027,0.941385242040911,-0.49312008299315296,-0.1373513584611757,0.015971252209662407,-0.008366123520333493,-0.002330260863838624
r0128,g2,0.14754746975086025,0.20381642924179696,-0.40621884602135155,0.4763327743616095,0.6579878690237979,-1.3114108310365904,0.00810571785525704,0.011196928503684726,-0.022316176339025173
r0129,g3,-2.86054756497825,-1.5234494373617915,-0.47797031720486144,-9.308288736149043,-4.957340130086312,-1.5553266005158788,-0.15864271045878914,-0.08448877094334543,-0.02650768949573575
r0130,g4,0.8121018951442293,0.5806033275895567,-0.3810731197227822,2.648840624361513,1.8937595022919604,-1.242949888935568,0.0449919555020069,0.03216650427171718,-0.021112159629344755
r0131,g5,1.10710474774028,-2.2561009649849435,-0.9718549928566751,3.5916904491516273,-7.319286006855023,-3.152910601213063,0.06105542242294351,-0.1244211062477359,-0.05359657001184783
r0132,g0,-2.4127489124314896,0.7992262803133799,0.9761306921467793,-7.859620417810677,2.603509697522364,3.179782479195851,-0.133399812182789,0.04418886488188661,0.05396983097881043
r0133,g1,1.4414901451598272,-0.563981532939405,0.8934708274230185,4.683799405176278,-1.8325316876995386,2.9031333610416685,0.07961632318668956,-0.031149804352529713,0.04934814323416884
r0134,g2,-0.1708160317246239,-0.036551703621456044,1.0980656195486387,-0.5575275348400395,-0.11930133845473515,3.583983375439236,-0.009518192963223017,-0.0020367301868036776,0.06118629702154783
r0135,g3,0.8944382125371442,0.6536706999040046,0.43715219994180193,2.9221537828478463,2.1355598203290795,1.4281880367305368,0.049608493369500524,0.03625473300166939,0.024245902856453432
r0136,g4,-0.6493088229068055,0.032963117817324916,-1.6850414555567257,-2.1086545352519988,0.1070489502520198,-5.472234754859169,-0.03583916567065913,0.0018194279806453889,-0.09300732988236918
r0137,g5,-1.0442294280876843,-0.5927768060130401,0.6801706742984461,-3.3912413299300646,-1.9251029993061606,2.208923479882625,-0.05766157708989828,-0.032732697027721046,0.03755852182998874
r0138,g0,1.019723577591571,-0.6300505455805765,-1.1603775843622437,3.3135361606720615,-2.0473148917113537,-3.770583685922781,0.056399277531626796,-0.034847086367345306,-0.06417862532559515
r0139,g1,-1.8296747010526462,0.6419541419789003,-0.32966399622830833,-5.938783926302595,2.083663799698551,-1.0700280441955043,-0.10069373954203246,0.03532910146987509,-0.018142624234516163
r0140,g2,-0.19960550563234847,0.9502709200325532,0.5138727501395022,-0.650270546464048,3.09577227592423,1.6740836530915972,-0.011042059084425168,0.0525684279698045,0.028427138073875154
r0141,g3,1.5822318678667266,1.2656574740521598,-0.029725810375699182,5.101530634196669,4.08081173651404,-0.0958438110985665,0.08673932651998378,0.06938444303506804,-0.0016295947671217522
r0142,g4,2.7477694261354904,-0.06413405964161345,-1.0302259320306406,8.975770837960127,-0.20949815394838178,-3.3653012473598105,0.1523026002382215,-0.0035548048370959884,-0.05710307669511673
r0143,g5,0.4874809011332863,0.7590036886804122,-1.4796722274878387,1.5848889614600095,2.4676588664303587,-4.810683196967385,0.027039188489761633,0.04209979048398186,-0.082073238498363
r0144,g0,-0.3334394366696208,0.6490912379587738,-0.026832015128917905,-1.0870106335802754,2.116033678775872,-0.08747221401534333,-0.018581641824921107,0.03617202876753615,-0.0014952727234254055
r0145,g1,-1.103028410596697,-0.2903887884551825,0.3915681005183856,-3.578011279483034,-0.941965184709964,1.2701713454349037,-0.060674726130433655,-0.015973532541501155,0.02153914353621664
r0146,g2,-0.34976636920928,-0.2730431020454513,-0.6579439655133987,-1.1378554043033668,-0.8882602691978009,-2.1404147533700213,-0.019390342267402712,-0.015136959034637217,-0.03647508682129328
r0147,g3,0.7452732604079831,0.6793565437560228,1.1925059690810065,2.41220615843925,2.198855273201652,3.8597523826603624,0.04099315901392853,0.037367462788210376,0.0655928360945566
r0148,g4,0.18902023978989765,0.5257713508898616,-1.6161100511110431,0.6177818510387193,1.7183979807501362,-5.281992340965276,0.010474231137537331,0.029134714149325627,-0.08955395590361027
r0149,g5,0.26406506750470815,0.7373063121228784,1.086837329500493,0.8564441740031632,2.391310980435299,3.5249474977346535,0.01453588543002984,0.04058620922915105,0.05982670503139186
r0150,g0,0.37119979563350913,0.5874591157672819,0.9121998473989209,1.20619728943523,1.9089223685675598,2.9641529879562323,0.020462671026879063,0.03238413051163326,0.050285710303899674
r0151,g1,-1.3346942756616713,1.746438081190281,-1.373371783495628,-4.346881426869364,5.6878638027722905,-4.472847757516636,-0.07395907231944125,0.0967749264408473,-0.07610229916261418
r0152,g2,0.7643873699404071,0.9565125354751682,1.3526022782882672,2.4838433290715196,3.1081456521168125,4.39522194888591,0.04227602325489752,0.05290190260011986,0.07480846442557024
