row_status,error_code,case_index,source_name,source_path,family_hint,resolution_N,amplitude_hat,delta_E_hat,base_energy_hat,delta_E_over_abs_base,energy_signal_valid,frequency_hat,omega_hat,fft_bin_index,fft_bin_width_hat,frequency_window_limited,frequency_certified,frequency_certification_status,frequency_extension_rounds,frequency_horizon_factor,effective_t_final_hat,spectral_power,cycles,period_cv,harmonic_r2,mode_discovery_valid,mode_normal_fraction,mode_pod_power_fraction,epsilon_RE,epsilon_RE_perp,epsilon_RE_full,normal_velocity_fraction,mesh_cv_plus,mesh_cv_minus,mesh_edge_ratio_plus,mesh_edge_ratio_minus,adaptive_reparams_plus,adaptive_reparams_minus,dt_hat_min,dt_hat_max,n_steps,normalization_L_hat,normalization_Gamma_hat,core_fraction_hat,matched_energy_frequency_same_frozen_mode,temporal_frequency_rel_change,temporal_frequency_resolved
OK,,3,carrier3,synthetic,synthetic,64,0.003,0.590463254152102,2.0,0.295231627076051,True,1.5899520000000003,9.989963045520799,3,0.1,False,True,RESOLVED,0,1.0,5.031598438191844,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
OK,,3,carrier3,synthetic,synthetic,64,0.004,0.5932547161293461,2.0,0.29662735806467305,True,1.5899520000000003,9.989963045520799,3,0.1,False,True,RESOLVED,0,1.0,5.031598438191844,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
OK,,3,carrier3,synthetic,synthetic,64,0.006,0.5950156570438633,2.0,0.29750782852193164,True,1.5899520000000003,9.989963045520799,3,0.1,False,True,RESOLVED,0,1.0,5.031598438191844,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
OK,,3,carrier3,synthetic,synthetic,96,0.002,0.5836410875977633,2.0,0.29182054379888167,True,1.5749760000000002,9.895866062360477,3,0.1,False,True,RESOLVED,0,1.0,5.079442480393351,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
OK,,3,carrier3,synthetic,synthetic,96,0.003,0.5870482366430975,2.0,0.29352411832154873,True,1.5749760000000002,9.895866062360477,3,0.1,False,True,RESOLVED,0,1.0,5.079442480393351,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
OK,,3,carrier3,synthetic,synthetic,96,0.004,0.5834242201668453,2.0,0.2917121100834226,True,1.5749760000000002,9.895866062360477,3,0.1,False,True,RESOLVED,0,1.0,5.079442480393351,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
OK,,3,carrier3,synthetic,synthetic,96,0.006,0.584108139522679,2.0,0.2920540697613395,True,1.5749760000000002,9.895866062360477,3,0.1,False,True,RESOLVED,0,1.0,5.079442480393351,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
OK,,3,carrier3,synthetic,synthetic,128,0.002,0.5796195432713792,2.0,0.2898097716356896,True,1.56,9.801769079200154,3,0.1,False,True,RESOLVED,0,1.0,5.128205128205128,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
OK,,3,carrier3,synthetic,synthetic,128,0.003,0.5804346845066971,2.0,0.29021734225334855,True,1.56,9.801769079200154,3,0.1,False,True,RESOLVED,0,1.0,5.128205128205128,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
OK,,3,carrier3,synthetic,synthetic,128,0.004,0.5791517459738802,2.0,0.2895758729869401,True,1.56,9.801769079200154,3,0.1,False,True,RESOLVED,0,1.0,5.128205128205128,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
OK,,3,carrier3,synthetic,synthetic,128,0.006,0.5740459468868951,2.0,0.28702297344344757,True,1.56,9.801769079200154,3,0.1,False,True,RESOLVED,0,1.0,5.128205128205128,0.85,8,0.03,0.95,True,0.92,0.8,0.023,0.023,0.43000000000000005,0.55,0.03,0.03,1.2,1.2,2,2,1e-05,1e-05,1000,1.0,1.0,0.05,True,0.002,True
